,title,published date,url
href,That one time in Michigan: When a plane disappeared over Lake MI - The 'Gander,26 Jul 2024 ,https://news.google.com/rss/articles/CBMipAFBVV95cUxOYUw4dWpQYnh6cUxlbmh2aGs5cjFkQ2Jsczh2TGszcGFCdmFEMU4xZTJpODQxXzZUSUVhcWFNNGo1bktONkN6RFV6bWhPczZxaXBNZmJkNnBCeGdxVS02Zk1FWGZTQXJid1E5U2NyTjVMMmpCOXQ4NW1iOVR0NTd3ZnQ3bEpkd1p6OEh4QlVpQnJVcVkwaE45ZjEwREFKVDJsVU1lMQ?oc=5&hl=en-US&gl=US&ceid=US:en
href,Search is Ongoing for Plane that Disappeared in the Fairweather Range - KHNS Radio,22 Jul 2024 ,https://news.google.com/rss/articles/CBMijwFBVV95cUxNZE91bldESDdfd29ZOFRucWFmay1aMElDZjZRVktRcTVjUnFScjF5elZoRkRMU29pNzV0bmJsUEFvUVo1SDRaYUlSZkEzZG14cXFwUDNIMWg3LW9KUGNuazBlcDhXUlpESjA0MF9tNzktUHJjYktIUGliQnhvb1lzSVJMb1h1NG1VT0JOWkQ4Zw?oc=5&hl=en-US&gl=US&ceid=US:en
href,"2,000 pounds of frozen fish missing after flight diversion - KIRO Seattle",20 Aug 2024 ,https://news.google.com/rss/articles/CBMitgFBVV95cUxNbUVjR2VtY2FzbTJBeTZaazlKNkxPQ0NLX3I5RnhabGR2ZkNyZWozbWlmLVFCYjZkOXAtSHFOZFdUM0FBMTI5ODF1MlhIQUltRjNobFYyWTBZNzdCZWFKNjBEVmdKSXZGZTlpaHkyUTUwa0ZzS2QtUjRUSUVsUUdvXzNQdVdUb0ZtSjVCcUpkY0ZDb1VkVWszNmlVREU3OTRzeEF6U2tsaTdmazF5U3I1bHlyUXFOUdIBygFBVV95cUxQYlNackhCLXlyWmw0MFFEd0Q1M3dRNmY3dENXVE5MYVhYVlc0SFpMSjNBNE5rMGxHbTN5QXBZWVZPSTN6TGlNNWtISTc1OG41QjZjNnE5VGE5SnBLeFVtcl8tdkl5dDBsUlJ0aXBqN0I1cmd0VmxoZm1GNXR5NVdXc3dfSGhtSkEwQ0RkWlhhRnctREhDLTBERlNBRXNxaktyVlRiNEhmRUlvNGxGU3IzVlhiTVRWYXRuTDBVdzIzZ2g5MEtPeTZSSGlR?oc=5&hl=en-US&gl=US&ceid=US:en
href,"""Perfect Hiding Place"": Australian Scientist Claims He's Found Where Missing MH370 Plane Is - NDTV",27 Aug 2024 ,https://news.google.com/rss/articles/CBMivwFBVV95cUxNNGp0RmhPS05tUXFGblRmUWpQOVNyemlwOFJkS2cyZGx6ZWg5OE5HQ1dqNWNyYXp1NVdYOGhTNDctVUZDLThidnBWWU9tNTlhTVBQYzB0Q19waHpwcjNnNEFvQmd6V1N5dW5sVEpIbktOQzVROWtOMEF1VmkwTERReE4yS3NuVTZaOTlvYzVKMUVDMnFIeG9nSWdhMkZZQm1KQUNveWZqaDBoY1lmTDhidmd5Sjk2NUJnNjNPb2ZMY9IBxwFBVV95cUxNSVNOMFlTMzRGRFk4eDJfMUl6YUNROUFZa29RRGIydDhjVllZaHc3ZDFWS2MtTVNUcFFCckg3Z01lamZIbG1uMU9yM0REZ2V3RGtDc1l2Znkydnl6MURwQ2xuMzdtaVZnU2NWWDhtd01Lb3JRZUJDbHpYYlRoU2dDYWQyWWMxX1hIWm9oUENWTUtwdnd3YXc5SWd6alRxVlg3UW9sdWVoUnQ1MXM4M2lBTkxmQ29Cd2djQVppdnlzcnNUZEZacEZz?oc=5&hl=en-US&gl=US&ceid=US:en
href,Renewing the search for flight MH 370 settles a mystery ignored too long | The Loop - Daily Free Press,07 Oct 2024 ,https://news.google.com/rss/articles/CBMivAFBVV95cUxOUE9FNU9qel9EZmQzYkVLYUppY1hUWHM3cVBPZlcyMDdHZWZkeG5lWTd4LUkzQ2NDZGZld0ZOTlJlQlhGeVZLYUN6NC1xbDYxYUplekM4RTluejJXT2pOYmRxN2tCX2ZlT0s1cVVERmRHb3pmLTVjT3J2eVMwbm9PX3VEdXpXalYyWDNrWDZIVmNHbkhkQjhKRUNiRE1ZenVWc2lPUXdkalYzOHRmams4OHVnUlJtVllFNjFNZw?oc=5&hl=en-US&gl=US&ceid=US:en
href,"53 years ago, a small jet vanished in Vermont. It was finally found: Maps - USA TODAY",15 Jun 2024 ,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOLWRhaGl1RVJGdE1DMjgyREIzVlp4ZkhJRUt6UHJVNjVvREEwQWFsbmRJWjQ0VG1UOWU2SGNHZnlnbHNlSnRrc3l0VkRQOWNyQjFsYVRBNGtOeTV5QU9ubzBVUFhRRHZOQTlwcGlDYjRzanROaVJIVGVONmxPTmtGc19aVzNCNFJPc0VCaTc5NUdaMk5Mdl91M01OYzBhMkxnREVjblN5aFg4Zw?oc=5&hl=en-US&gl=US&ceid=US:en
href,Malaysia may renew search for MH370 nearly 10 years after it disappeared - CNN,04 Mar 2024 ,https://news.google.com/rss/articles/CBMimAFBVV95cUxNVkhBM0VDUUsyYUpMUjI0UVRKMjJiNWxHSVgxb18wTkc4WW5ITUhFdUZpRTROaEFUVXczcEF1UXJoMU9IdlE5MVpwblZSY0x0dW9jZkp0Y1VhazdWX21wejcxeDNfRS1kMmdrUDB2QU5KNUlOVE9ib2tTR3lqeUtFeUkyYWltd2tHWjA4YjVuRTBXalhEQTJkVdIBjwFBVV95cUxQanFkOWx2LTRsY2FQWGsyVnpkeFRPUWxBMFBWTzV5cUhvOExOYmVkTnlRUXUyMEE2TlY3aGxsbUd3QnVmSnU0WVFfZnhxcTA2azROVTZGVDlyLU9rSzRJanJSeDlPZlhGNXQ2dDg1UnJzeFNaU3FMX1ZtY3M5N1BsT0trOGZ5eF9nb2FjaHJKTQ?oc=5&hl=en-US&gl=US&ceid=US:en
href,"Missing Malaysian Airlines Flight MH370, which vanished without a trace, may have been found - The Economic Times",02 Sep 2024 ,https://news.google.com/rss/articles/CBMi6AFBVV95cUxPZGdWTWRkYmZJTm83RV82MHQ2OVBwT2o4cFVLcDA1V0luVTZEVDlXSzhjU0hvZWpSV3FCVnNyM1FJbFpFY0tZRXdVMnJNNmtCV3k5Tm9tMkdhQUJCcTZfbDZTVUlZQ0ZfTURKeGt1RVNJVWdwZkRmckxGR3E4MXNjaEQxZkJNYUk1Wi1Od1BDUS1lOHJTdnM4VWJoWXB2bVZBLXhoZ2hRRDFtYlhUQWVjV0I4dTZGYmdGRnNzQnJDVjlMelFpNVkzVmZzbnZmZWlTSUh1RGs0eG9Va1lNWWZVamJUaXdrUU1s0gHuAUFVX3lxTE1RYy13MU1Cc2Q0R2xJbWRRZVBBNFlSeW40SnJsclhiOFg5TllQTmxfSk1MNnQ5ZGM5cjREVkg4aUQ5Y1k4emRReXB3RG4yVVhKeUVGczVvYnlxYTlFMkxQN3VMOXZiTDdIbUp4RkJuUGRXXzlNWFl3N2xnM2RvMzhoT2g4Z0J3aDg0UjNxTWtMbHRYVktBWWJpNkYyamwta3FBTWpxRVFmd0ZpbGdJdHZ1SmlzSHdqTjlPQ250THoxS1ViZ2RMR2xQUS1MMjVZLUVHVVRnLVl2b2h1cXlRTDBvQW1rdU1WQTFRRmg5SkE?oc=5&hl=en-US&gl=US&ceid=US:en
href,What happened to MH370? Every theory about missing flight 10 years on - Yahoo News UK,18 Jun 2024 ,https://news.google.com/rss/articles/CBMilgFBVV95cUxOZENhNmtxamJPaHRHdm0zbldCMnpaZWxodnRBbDBNUktwNmNtbkZhNkVQUEVmQ3dCeURGUWkweGcyN1RkMEZNQlVVMlRMNURLZS1KNHdLQm01U1ItUmhJSUFWX2xXMlNWYXRLV3pEWl9wYkpiMHZXV3dQdjdyRzZBOUt6LTNna2FTZy1PbU9KUXhrUXN1VEE?oc=5&hl=en-US&gl=US&ceid=US:en
href,US-based company revives hope for finding missing flight MH370 - New York Post,17 Mar 2024 ,https://news.google.com/rss/articles/CBMiowFBVV95cUxPMnpybUpOUnZTYUY5SjJNRm5IUnlxbVpwbHg0V2NNU3pUZzdOVEh1NVF3Sl92MkQ5bUtLcmwwUi1TOVN0Q200T01USzR5MEFucVhXanA2NmhlSEM1NkxtNkZ2clVwQTdPU004b1VPc1IxYl9INTFDNV9zV3pLMDcteGc1ZXdhRHZVTk5EMXJXLUxfSUtyM0lZb1pZcmdGWC02UFpn?oc=5&hl=en-US&gl=US&ceid=US:en
href,A United Airlines plane external panel discovered missing after Oregon flight - Los Angeles Times,15 Mar 2024 ,https://news.google.com/rss/articles/CBMizAFBVV95cUxPYWRubXZ6RmRCbjRfa1RaSldVRklIZ1hPcTAyeEFEb1I2STQ0WmZTY2dxX005OG1WZm8tRnlQVlJzVVVkTFBlV214bUpaZ0RtZEtTTHV5a2FLTTF0VWdxX1NsSGpaTmZXbTJpanlBSHBPRmNJYlM1c3RIXzA4RUtJa1ZvdlVEVXp6bEs3NkxaSURocmZXSExpTEpLWTN1VG1hSFVyalB6Z25LaGpiYnR3MklaT3RBekh4WEJvTGpheDY0alJJeXRjbXdnN04?oc=5&hl=en-US&gl=US&ceid=US:en
href,A jet missing since 1971 was found submerged in Vermont’s Lake Champlain - The Associated Press,11 Jun 2024 ,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQRzRVMXNqX2ZncmJqVU1GaUd1TmpVa3RodUVhT3Vxdzdtcm1YVjZmN3FOU05xNkNlbVd1ZElWbDl6TjlfYTBmNmlNSUxwRGlwTzE0SDN3bm94WEZJb01La2F0aGY1LTRhTDNxN3RZakZwSUlMdWpXNlAxU1pSZVRGTlRJekV4VWpWcTd2VDBTUEFmeFI4dWItaThJdjVqSDF2UUptdnFsZ1cwekNwUEJqSlhtNzNDSzJP?oc=5&hl=en-US&gl=US&ceid=US:en
href,7 Unsolved Flight Disappearance Mysteries That Are Still Unsettling - TheTravel,10 Aug 2024 ,https://news.google.com/rss/articles/CBMidEFVX3lxTFBEcU05LWM0WWMycG9YanhZQmZxbjVDMGx5N2pJRS1raDZXc2tfQ1hOQWZtN2pNUDRVME9sRl9PenllZk5EWmtHY2VuaXZnZ1pUNm14dEtYcjRQYUVjaHNpS2h5T0dCRV9SZTcxWVBuNnRrRXJ6?oc=5&hl=en-US&gl=US&ceid=US:en
href,Coast Guard suspends search for 3 missing in plane south of Yakutat - Alaska's News Source,21 Jul 2024 ,https://news.google.com/rss/articles/CBMitwFBVV95cUxPTUFPLXh2NlNyX2xrSm16Q294T1lpem5RRkR6Sk1xUzdrUkhsR2dySm44bXM5SXYybTM1eVJ3Qm4wRDc5T0pobGpscWNrUkM0Yk04ZXhsZlVFZUFIVVhmN05abk01T1dsMldxWVh0OXFKWVBIeWlsMWZ4TDUzaEc5ZUphc21VbXNvTHR2TTQtUkpSM0dydnV2Y1c4dGtJVDBSUUwxZ1g0d1pHRG42YWY5Z0dnY1FBY03SAcsBQVVfeXFMTXpRT2lIcFV3Mm5oa1pvMlpQcUpxVm5qTU1vbVRaYVhYajQzWGxmRlowOFJJUG9YRUtuVG5oZzc3dFIyMlAtTlozVnZEcmcwUTJCN183T2dzemRxWXoxY2RhZTBXaW02NFZTTEtXaTFhUUVjcHN3X0poUExCOU9xVnIwUks2WUhjN0lTSS01b2hRd09PZkJkWk9Ya0kydzZ1N2Q0cVl2b1pQd2d6MGh3YUxIcUk1Z042cnFVTU5SMzRxbjl3VEplQ1RvMTA?oc=5&hl=en-US&gl=US&ceid=US:en
href,A jet carrying 5 people mysteriously vanished in 1971. Experts say they've found the wreckage in Lake Champlain. - CBS News,12 Jun 2024 ,https://news.google.com/rss/articles/CBMijgFBVV95cUxNNkRleGQyRUo3OTlSdlFTNEk0ZFc2RVU3WFlZalExZlptQ1VqR1dELWE0UnZwSFBVejRqOXFpNTlmSU9HVFFCTktGdl9tVlpnMGVCT2JVbllMZVhyeVJvQ0FiTlJ1NmR0R1p2YUJhem5fYktoOURNMnhJdS1FTHZOdlJ3X3J6NGtDRFJ4YXNB0gGTAUFVX3lxTE42bHBxWEgzVkNsTUZMaHRFLWQwN2h1V0htX042bmY4VWoxNHJxY2dTQ0dxV3VkSXVDMldyZEo0X0FObXQzTUZXbjdROTVjVENWNEtFWlRtMHhkVmpzb2x0RmoyU28xODRDQ1lDeFhGd1FxTHNza1dTRkFaVHFTU2NSTzZSYTY4N3RsZGFMNVpZQXpZbw?oc=5&hl=en-US&gl=US&ceid=US:en
href,Older Boeing plane found to have missing panel after flight from California to southern Oregon - The Associated Press,16 Mar 2024 ,https://news.google.com/rss/articles/CBMipgFBVV95cUxONDhYVFhoMm1lYi1vZ0ZlQUQ5bXpvcjJ3TmowRTlBeWRVMnotZHAxb3k0a0RmbXV6dU5yT3Z6SmdvaFhLb2kzU1NpalVuTWNpRGRpV0lvWmR6emdWTFREQjVCZ0NHend6U2tMZmxEMEZkZmE4ekowZElUcndKcXBDNjR1UGc4dHpnUlRkaUNNRThUY2pYajJtbHdYVmlFNmRTTzVzWHJB?oc=5&hl=en-US&gl=US&ceid=US:en
href,"Malaysia Flight 370 went missing in March 2014. A decade later, here is what we know - Yahoo Entertainment",01 Mar 2024 ,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQcFlBVG11TWpBRmRBRHREX3VnRjBYM3N6c2FkNkY3bFJXeFdUVEtBc29MSGU3UmRoT2N5TnROYWFVUHpZbUg2YWNzbXNVbUhUUlc3ME9aVXpaMWxkanAwcF9YR21Ya3hjQzAwSmE1a0tQazVLaGc3VWpwMk5oM0ZwdmZERFdyRVhpTDlR?oc=5&hl=en-US&gl=US&ceid=US:en
href,"Malaysia may reopen MH370 search pending new evidence, government ministry says - ABC News",04 Mar 2024 ,https://news.google.com/rss/articles/CBMitwFBVV95cUxQeFB3eXlSaXJWZFUtOGlvYlRxdC11clQxOXhlZThHb2lMbU5mdWxZanJLREo5akVtdTU5SzRfYzh1aXlqZ0ppN3ZpSlV0NGRtZS1aTEtCTG43X3dpLTh0Zmd4VEF6X0FUTTZDTWJ5ZnV4d0o1THlkLVF2c3BHMlFReXdzUFNNT01VVjU5aG8tOFE2bmc5NGxrblNid0E5RDUwLUdYTWFXZ3JhNlk0ek1VVDhvVjVwbXPSAbwBQVVfeXFMTVlodDQ0VnVwSnFCLVE5V3lmSmdTUExhMEE3QTR6X3ZyOUVHZVhHVVE5YUpyRzBfcWlLWlhNbmxiT2Z1N2lrUjVEcEY4MGhjVHRkWHhWNDdGYy03aV9CekhTcGthYUh2TW1TNVJCZmlwU1dTVUtRY1JuMXM2WXdURk9NZzlVZWtJYzZHUFV4TE5uZzRrZnNjbXQxRWRwaDVCcVZvcGYtUlBXNE1CeVpqSkt3X3l5WHBvS3V6VGw?oc=5&hl=en-US&gl=US&ceid=US:en
href,MH370: The families haunted by one of aviation's greatest mysteries - BBC.com,07 Mar 2024 ,https://news.google.com/rss/articles/CBMiV0FVX3lxTE95bkk1ZklEY0MwcndmTHRaWHNQSGhNTzV2cmJvaXZUVFJkQ1U0NjNHSlN2UW1BckdudVFsTFFreHdJZFMxdTFCWEZhQUJoWmRHQ2t5SkhzRdIBXEFVX3lxTE8xN1FnT2NPdjRVUVJlYTRGWVVxZmRWZkdIVWtJRXVSVEtnRkx4MmUyQkhZSHJQMGxtS1VSQXVlaWVMOVVMd2dYdlJHNFpnNUpBdWM5N3VLWmgxaUM1?oc=5&hl=en-US&gl=US&ceid=US:en
href,Malaysia Airlines Flight 370: The plane that disappeared in thin air - Firstpost,15 May 2024 ,https://news.google.com/rss/articles/CBMivwFBVV95cUxOXzNURVN3RFBwMGNhdlEwSzFGY2NkOWZVYm1NdDVCd3JFZmdPTFBvZUdZWEFLTkVPRUNRbnFLSDNkZGh1eWptcFBYZXM2UG1DcUJUV0p1RU9kQlhNdzBWVXotMWdqMHphZ3gtZWRpa0N1SUxjLW9lcTZwMDBTTGtISVQzNlhrTEtYcVBWRjFlSWdkbDQ3MHMwdjFaemVKWW84TlRZSUE3by1hcDJoMldnUUthZU02YmlFMHBlYmhJNNIBvwFBVV95cUxOXzNURVN3RFBwMGNhdlEwSzFGY2NkOWZVYm1NdDVCd3JFZmdPTFBvZUdZWEFLTkVPRUNRbnFLSDNkZGh1eWptcFBYZXM2UG1DcUJUV0p1RU9kQlhNdzBWVXotMWdqMHphZ3gtZWRpa0N1SUxjLW9lcTZwMDBTTGtISVQzNlhrTEtYcVBWRjFlSWdkbDQ3MHMwdjFaemVKWW84TlRZSUE3by1hcDJoMldnUUthZU02YmlFMHBlYmhJNA?oc=5&hl=en-US&gl=US&ceid=US:en
href,Malaysia may renew hunt for lost flight MH370 - Euronews,04 Mar 2024 ,https://news.google.com/rss/articles/CBMizgFBVV95cUxQRTdkWUgzSDVSa29ka0hqZS1rckphRGJTcDVCVmhoVmFHUFFFSlM1cmtWYy15VU9aS0RBX3RLRzl6TUQxNDJTeUFFSzJ0N2c2VWVLeWFkRlBVcEN0cWg4WmhGamhUaTRwWkljeVZkOGN3V2lMV3RrQklrRVhWZ3k3SHllVXVNZkR5M2JYaW5VclcyY0xQNWFUVnBKQWdQWUxselRZU1BfX3VEWTA1ZDFWV2RNTGVhZU5hdzExZVQxUktwWm9MSW1aZ20xQlIyQQ?oc=5&hl=en-US&gl=US&ceid=US:en
href,"Malaysia may renew hunt for missing flight MH370, 10 years after its disappearance - NBC News",04 Mar 2024 ,https://news.google.com/rss/articles/CBMiswFBVV95cUxOZ0oxaDlXaWlHVnZ4MkpIeHZGcmFlSXNWLVZiR091emhjV1BoOUhzbm5WQWkzeFB5NmFKcXA3b0ppQnUyd2VVOTJqam1EWWhJU2Jaei1PVjlvbU9ZR3pCZmdNc2xiQzJ1S05DV2N4Zk9TcXpIUW5xYmVLWUF4SThvdDVHOEY1ekh5bXRNRUZITjRrVXRYUXU2WEN2bl9aZUxwaTZKTF95TG9XYnpZY3B5R3lfONIBVkFVX3lxTE9GZFBPN3BsOGpiY0RIMlJqUDNHY0hZT1BSMHVvbVpMNjNjOFhQZmRkWlFNOHc3N04zNkpQWXZmVGx6czUxUWxSUW1ycDVpWDh0cGlBb29R?oc=5&hl=en-US&gl=US&ceid=US:en
href,Could it happen again? MH370: Ten years later - Aerospace America,01 Mar 2024 ,https://news.google.com/rss/articles/CBMikAFBVV95cUxNSllsUk1rRTdncWk0LU1uYnRPakR4TGw1cktBS2Z1RzJhWUp4THB2RHAzM20ybVVKWXJmVl9qc2hxTXRBX0ZwcFRRNFBnOXFUeDdXdnJodFdXX3NxR19GVk82Mm82NGVfOF9kLV9DWXJsQjl4OVBNaWUyRE5OeG01aGNwQnZheWhFRDMzZF8xOWI?oc=5&hl=en-US&gl=US&ceid=US:en
href,"A decade after MH370 disappeared, planes still at risk of vanishing off the map - South China Morning Post",25 Feb 2024 ,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPeUxkT0Q4dDZCVFQxQXI2R2NkTXdMaGotQk9DWGFtUk5HN3A3eGhLVzU4VWR5b3F5YVN3a0FYXzNvUjh0QlUxeDJQQnYtWFU4eHdrdUFPLTVaMmRLLUFPVzh6OE9FbTVrOUEzeDMtNmFoVXZBNW50R2hjSjZ1QkU4RmdzZnBRN3VlMnloUDJYSkw3QTZua0dJZ3V5Q3FBYXpPTU5UX3VEV0tTajl4VG5PMll4WUhualJOY25rdTd0MjI2Rkc0VUJHemlNTi1rU0tXbnZ2MHdmc3lTQUJFWkg5ZNIB4AFBVV95cUxQMXdteUpHbHZmanBqd3I5UUJFb1RnMWhLdzFQLWVSRUE2cGkta3MyU05SWXhVRzAyWDc3T0NuQTc5TGg5Zlg4aHVzVDB4QnRXOVlHNGNCX2pFTUMtR0wzMjdtV3llMnNKTUlfSk5LNElEc3lrdTEzODJuSHJLRlJjei1RaFNmNHVZb2N5aWhoN2xXblBvUkd5dkFuaXBQRUtkaWttenFlNjhCa0p5bkZlYzkzWVVBSDJQXzFtVmxaZjZTeXJRb1pqTFhvYktkWGpFOTJqTUxjT2xtdmV5WWQybg?oc=5&hl=en-US&gl=US&ceid=US:en
href,MH370 went missing 10 years ago. An Indonesian family hopes it can be found - Al Jazeera English,07 Mar 2024 ,https://news.google.com/rss/articles/CBMitAFBVV95cUxNUEhEcXFrR2VBbmNFd2EyUE9aa0pLUEdSNDNlN0dvWWpwdmxrN01vZHJZMUVlZ18wQTlscjFoSUdrRkZhR2dyNXRNaHh1R0hmVjV5VVV2NU5aYVhxS1BvbGJaVG42ZU9QQlpQUVRHSlJWVTVsWFVTamhnbmx5ZFk2Q2duVklxWFpnRVRuSTFtNmdsOFEtMzVQdXFER1pjZTRodGNERVo3SkppS2N0Z3RDamlJSjnSAboBQVVfeXFMUHh0akt3UHBfZ2c0UU1vVGlRamdyTEZsQVNOU05xV0p1dXVjQ2JQMUE3WXRjTDE2RVVERFc0OFNEdXduZFR5am9nQkl4bUwwME5jU2diakRMaWFJYVg2dkd2aGRSZUR2cUNDUk9zQmlIN1lSMTRuMDI5U0JZeUVDd0o1OGUtc0RaSENrVVdoMGdxei1jMENFRzlpWmJGd2NfeGE5TjhxbF9hYWNVekI2SWFzMXRpRjRONmJR?oc=5&hl=en-US&gl=US&ceid=US:en
href,A brief history of airline food’s rapid descent - CNN,11 May 2024 ,https://news.google.com/rss/articles/CBMie0FVX3lxTE1RUEZVVFhrN2I4Z0hnWkY1ckpZLXdRRmVQaXIzNjRDLUVTbUhseUZFOFAxYjdCak5HeFJVN0VjdHFXV2lteGN6Wi1odlVsYzJYYjZwRl9CSFIwQ3dXa2Q5ZUxtS0hLNl90UDlQbUF5LXZUZ0tYUjhCSGpiNNIBckFVX3lxTE9QX0xlZHRYQzlZbTN0ZExoNnQzcUo2cks1M3ZmMU1WYlRyVVFNb19zVkc5TmRTY2dGSlYydVQ5OHZEdmlLYUFfTzJZa2JDUVBHSVZ0OHlPWlpOUXFDWF9tZ18xc0o1blkxV1hvY1pZNDlIQQ?oc=5&hl=en-US&gl=US&ceid=US:en
href,FAA investigates United Boeing 737 flight missing panel - Reuters,15 Mar 2024 ,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNRnR0RlJEVlNyaVN4eXFQXzdQaFlyZ19CNGhuTzhhM1lJN19IbmVLNEVGSVdPaWtnT25nSDRkcHFrSnk5NWtYcWdvZG05aG1KRUxvM2hxNU5qQUVGeXJ5dmRtLTdLRGZKOW1wR1pnTTZPMzd4ZW9TMTFMcFZoWld0THNGT1I1OFlGeHFTSTZsTnplT0VNOTJBSndFd1h6YXk4TE9rZEV3bXV5em1NaThoVlB2eG1faF9aUTl6VTNaMldLLWdHWm5yZXR6Nkx0WXV3dE80?oc=5&hl=en-US&gl=US&ceid=US:en
href,Local man among those missing in 1950 airplane crash mystery - Williamsport Sun-Gazette,27 Jan 2024 ,https://news.google.com/rss/articles/CBMirwFBVV95cUxPSWVmT01fUTVJZTVtN1RQSHVlVFBLZklQRlN1U21lRmE5X2NIelNkX2ZmNmFxMmpUZU8wRnJTN09EeGFIOXlXXzVaLTJlYTVodGZHbUxQZE5HOGRkazhIdW1nOGxpRm1kN3VtbGFWUFl5Mmc4dWFMNFpoeUtBWHc4YXBWTU1oaHM0N2tvUlVHZ0JRM0hEMmVZZlZyUUhRT2VfS3c2S2tSelhxaGptck8w?oc=5&hl=en-US&gl=US&ceid=US:en
href,MH370 flight mystery solved? Expert claims to have discovered ‘perfect hiding spot’ - The Independent,28 Aug 2024 ,https://news.google.com/rss/articles/CBMiugFBVV95cUxPNXVpWTBZaVVGMGUyeXJPeE5SM3drV3BScFlvV2VPOGcwUVp1aTkxVHpEUFdtYXdERVdLUXdJa1d1cklzd0NTQWR6NXhwNTluLVB0enpQT1R5N3AtMWVLTWF2X3A5Wkd6Y2VhR2Q1NjVxVWc1RF84Q216Si1UUGN6dzdfRlBucUhpeEgzeFdEYnFRRHlQMXMxNGxFRzlFaDcxVmJ6N2NIeGN2ekxNZzd6LW50UHFKMmZDcVE?oc=5&hl=en-US&gl=US&ceid=US:en
href,Missing Plane Found in Lake 53 Years Later - Newsweek,12 Jun 2024 ,https://news.google.com/rss/articles/CBMikwFBVV95cUxNcVFnWENRYWtxYkswS3BOTlNHakVMSDd4VWtWcmdqam5jWHc4LWJBMmFnZGVBUDlIUUhjMDJ0V3FIcWdrd0NqUmE5VHJ2MHRUTktJY3AtZlZOcWlodEZ0cWk1cm8yb01NU2hHTXBJak9ObWNxaUJRU0puT0NzNTBweXBmaU4yLTRUM0RqRngyZkdmSkU?oc=5&hl=en-US&gl=US&ceid=US:en
href,MH370: one of aviation’s biggest mysteries remains unsolved 10 years on - The Guardian,06 Mar 2024 ,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeElZdjJNeUFkWHVHTmtKdi01d3BudHhQU3UtTDl1RHE3blNDS2NYQkUyc1dIdmlzVnMxekZFZlNuSnU0R1ROTllNMU84NDB5UDBTZUtlNzlTTWZReDI3SWN3YU5OUUlMcTE2RTlOdGUzSHN2VVFQeWQ1X0RjUk5udDBMN3VKenByQk1EMU84aU41NjZBNkNVOW1VanRTSGJxYnJjR3dCR2RLVDVJRkVDNU1RTVJVNU1DNEFlRG93bHYxcXhUenfSAcYBQVVfeXFMTTM3bGh1WjV1YVhna2xlelB3VEMtaTdTMEc0N2RZa2VtS0p1M0tZYVFRUE4tRGtKNG0zRFVfUHcxNDhseEpkUGVOeGg1eTJqOW1JY25RWktETjBySndubzgxNHBBQ2xRUEJiQ1Z4RUNQQUhVR04tQ2tKdHNkVElNWWF4MURmVXFqM0VCUFhZUGZvS1hxUjlNSWRsNUVyQlcyeHlIYmkxeWZDUjRXd3Flc2xqTkFQbWxfS0F4S1FKQ3dsc2RqcEpn?oc=5&hl=en-US&gl=US&ceid=US:en
href,United flight from SFO missing external panel after landing in Oregon - NBC Bay Area,15 Mar 2024 ,https://news.google.com/rss/articles/CBMingFBVV95cUxNLTA0Mko5bGE3bzNWOVFrOVp0WTk2S2txTEM0RTZfc3FxQ2ZLMm5wRnVCc2kyb0dfOEpYTnF4bGFibkw3T1FDb1ZBLWY3RlFoRU9Xb1ZRWGxoajZRVlhpOXI2clhEbjM4cDd1Tkw2SDlqZHdWNWs3bG1SWWN3QnlNaURCU2c3YWZ5N3Vsb3lUQ3BiQkZ1a3lRSGg4cmpNZ9IBpgFBVV95cUxPNnBpTWVVM3RjdjFlSXhPV3B5WXRHaGRidVYzdWRMZkt0bnJ1RWRiaFgtdXpweFEySGNhTVJHamNrSGltQllBWDYyTGxYWTlvZGI1Wk1rdjNfaWx6eEpZc2RjczRFbjF5bjkxcG00TzNkYkV4cUZmbGVSLVRTdEFnNGhXa2RCUHhiNm93T1lhbEE5ZFlpakFQVk4za1J0VXRkQ0puZjBn?oc=5&hl=en-US&gl=US&ceid=US:en
